"player","position","season","Team","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh_perc","F_Sh_perc","xFSH_perc","iBLK","iHF","iHA","GIVE","TAKE","iPENT2","iPEND2","iPENT5","iPEND5","FOW","FOL","FO_diff"
"RICHARD.PANIK","F","20182019","ARI",43,566.18,8,6,1,15,64,83,115,5.93,12.5,9.64,7.14,23,60,48,20,21,8,7,0,0,3,5,-2
"RICKARD.RAKELL","F","20182019","ANA",35,545.65,5,8,3,16,77,104,141,7.89,6.49,4.81,7.59,19,37,58,23,22,1,7,0,0,9,12,-3
"RILEY.NASH","F","20182019","CBJ",45,449.98,1,2,2,5,39,50,64,3.02,2.56,2,6.04,19,34,49,8,20,4,2,1,1,89,113,-24
"RILEY.SHEAHAN","F","20182019","PIT",45,462.87,5,1,0,6,47,60,70,4.77,10.64,8.33,7.95,16,39,58,8,11,3,4,0,0,96,93,3
"ROBBY.FABBRI","F","20182019","STL",23,267.5,2,2,1,5,28,39,53,3.26,7.14,5.13,8.36,5,19,23,4,2,1,5,0,0,3,5,-2
"ROBERT.BORTUZZO","D","20182019","STL",28,362.45,1,2,2,5,29,39,53,1.09,3.45,2.56,2.79,24,38,39,8,3,7,1,1,1,0,0,0
"ROBERT.HAGG","D","20182019","PHI",47,723.87,3,5,2,10,59,81,116,2.4,5.08,3.7,2.96,68,134,57,17,2,14,5,0,0,0,0,0
"ROBERT.THOMAS","F","20182019","STL",37,413.33,4,6,3,13,38,47,53,4.41,10.53,8.51,9.38,16,9,28,12,16,4,4,0,0,70,92,-22
"ROCCO.GRIMALDI","F","20182019","NSH",30,298.62,4,2,2,8,48,63,83,3.59,8.33,6.35,5.7,11,17,23,6,15,2,7,0,0,2,1,1
"ROMAN.JOSI","D","20182019","NSH",49,915.92,4,9,8,21,119,160,228,5.15,3.36,2.5,3.22,57,27,46,33,20,6,3,0,0,0,0,0
"ROMAN.POLAK","D","20182019","DAL",45,716.32,1,1,2,4,54,77,100,1.89,1.85,1.3,2.45,66,106,58,19,10,13,3,1,1,0,0,0
"RON.HAINSEY","D","20182019","TOR",46,745.53,3,3,4,10,28,50,76,0.93,10.71,6,1.86,59,40,29,39,14,4,0,1,1,0,0,0
"ROOPE.HINTZ","F","20182019","DAL",24,249.85,2,1,2,5,25,33,39,2.39,8,6.06,7.24,14,22,19,9,10,4,5,0,0,84,77,7
"ROSS.JOHNSTON","F","20182019","NYI",13,92.28,0,2,1,3,7,8,11,1.03,0,0,12.88,1,24,13,4,2,4,1,3,3,0,0,0
"ROURKE.CHARTIER","F","20182019","S.J",13,116.53,1,0,0,1,19,27,33,1.52,5.26,3.7,5.63,3,14,17,1,0,1,4,0,0,29,48,-19
"RUDOLFS.BALCERS","F","20182019","OTT",6,54.6,1,0,1,2,4,8,8,0.81,25,12.5,10.12,5,3,6,1,0,0,0,0,0,0,0,0
"RYAN.CALLAHAN","F","20182019","T.B",39,391.73,3,5,1,9,51,68,80,4.12,5.88,4.41,6.06,10,51,25,3,17,4,4,0,0,2,5,-3
"RYAN.CARPENTER","F","20182019","VGK",45,484.38,2,3,4,9,61,82,100,5.21,3.28,2.44,6.35,12,74,62,10,15,1,4,0,0,106,98,8
"RYAN.DONATO","F","20182019","BOS",34,342.45,3,1,2,6,62,81,104,4.54,4.84,3.7,5.6,10,14,49,10,15,1,7,0,0,7,10,-3
"RYAN.DZINGEL","F","20182019","OTT",45,682.43,15,6,6,27,87,108,138,8.98,17.24,13.89,8.31,26,30,35,21,14,8,2,1,1,27,42,-15
"RYAN.ELLIS","D","20182019","NSH",49,908.9,2,6,7,15,63,96,138,2.24,3.17,2.08,2.33,75,37,59,22,27,6,7,0,0,0,0,0
"RYAN.GETZLAF","F","20182019","ANA",42,670.1,8,7,9,24,77,105,130,5.37,10.39,7.62,5.11,39,85,37,42,33,9,5,0,0,303,259,44
"RYAN.GRAVES","D","20182019","COL",8,75.05,2,0,0,2,7,11,16,0.54,28.57,18.18,4.91,11,11,7,4,2,1,0,0,0,0,0,0
"RYAN.HARTMAN","F","20182019","NSH",49,630.17,8,0,6,14,90,115,150,6.87,8.89,6.96,5.97,14,47,58,22,22,12,14,1,1,1,6,-5
"RYAN.JOHANSEN","F","20182019","NSH",49,702.62,7,14,8,29,64,83,102,7.98,10.94,8.43,9.61,15,60,21,21,15,9,7,0,0,412,314,98
"RYAN.KESLER","F","20182019","ANA",44,537,3,0,0,3,49,68,77,4.53,6.12,4.41,6.66,32,52,28,14,9,5,5,1,1,310,244,66
"RYAN.MCDONAGH","D","20182019","T.B",48,841.73,5,5,10,20,67,92,131,3.38,7.46,5.43,3.67,61,49,38,33,18,6,5,0,0,0,0,0
"RYAN.MURRAY","D","20182019","CBJ",45,805.07,0,7,11,18,50,69,105,2.04,0,0,2.96,54,22,42,20,14,2,0,0,0,0,0,0
"RYAN.NUGENT-HOPKINS","F","20182019","EDM",47,683.22,9,8,6,23,87,116,141,9.14,10.34,7.76,7.88,18,37,42,24,27,6,10,0,0,176,205,-29
"RYAN.O'REILLY","F","20182019","STL",46,679.07,12,8,7,27,91,117,141,8.97,13.19,10.26,7.67,14,15,21,13,38,2,9,0,0,436,292,144
"RYAN.PULOCK","D","20182019","NYI",46,829.23,1,5,6,12,77,103,164,3.58,1.3,0.97,3.48,60,78,59,26,17,4,5,0,0,0,0,0
"RYAN.REAVES","F","20182019","VGK",48,482.18,5,5,1,11,50,66,84,5.73,10,7.58,8.68,14,167,45,8,21,6,4,3,3,31,43,-12
"RYAN.SPOONER","F","20182019","EDM",24,218.75,2,1,0,3,22,28,36,2.24,9.09,7.14,8,1,16,14,11,5,0,0,0,0,25,29,-4
"RYAN.SPOONER","F","20182019","NYR",16,173.6,1,0,1,2,16,21,27,1.87,6.25,4.76,8.9,3,10,8,5,4,0,2,0,0,20,15,5
"RYAN.STROME","F","20182019","EDM",18,198.18,1,1,0,2,23,31,39,2.11,4.35,3.23,6.81,4,22,14,1,7,6,3,0,0,75,83,-8
"RYAN.STROME","F","20182019","NYR",28,359.95,3,4,1,8,19,31,42,2.32,15.79,9.68,7.48,10,31,19,19,10,4,0,1,1,84,78,6
"RYAN.SUTER","D","20182019","MIN",47,966.82,2,4,10,16,54,86,117,3.36,3.7,2.33,3.91,56,32,21,16,14,9,1,1,1,0,0,0
"SAKU.MAENALANEN","F","20182019","CAR",9,80.95,4,0,1,5,12,15,17,1.53,33.33,26.67,10.2,3,15,6,1,2,1,1,0,0,1,4,-3
"SAM.BENNETT","F","20182019","CGY",46,543.68,6,6,2,14,63,90,111,8.3,9.52,6.67,9.22,18,82,47,18,14,16,15,2,3,37,25,12
"SAM.GAGNER","F","20182019","VAN",7,97.77,0,2,0,2,14,19,25,1.14,0,0,6,2,5,12,3,1,2,0,0,0,9,11,-2
"SAMI.NIKU","D","20182019","WPG",9,112.2,0,1,1,2,6,9,9,0.65,0,0,7.22,8,5,5,3,1,0,0,0,0,0,0,0
"SAMI.VATANEN","D","20182019","N.J",44,751.52,1,7,3,11,67,86,130,2.17,1.49,1.16,2.52,57,51,51,27,9,7,10,0,0,0,0,0
"SAMMY.BLAIS","F","20182019","STL",21,197.48,1,1,0,2,16,22,26,2,6.25,4.55,9.09,8,66,20,6,7,3,6,0,0,0,1,-1
"SAM.REINHART","F","20182019","BUF",47,685.78,7,14,6,27,79,106,133,6.54,8.86,6.6,6.17,26,15,64,22,19,3,9,0,0,17,30,-13
"SAM.STEEL","F","20182019","ANA",13,163.3,1,0,0,1,11,13,19,0.84,9.09,7.69,6.46,4,5,7,3,3,2,0,0,0,61,63,-2
"SAMUEL.GIRARD","D","20182019","COL",47,802.08,2,2,2,6,52,68,126,1.43,3.85,2.94,2.1,48,25,67,26,9,0,8,0,0,0,0,0
"SCOTT.HARRINGTON","D","20182019","CBJ",40,442.18,1,4,6,11,30,49,63,1.87,3.33,2.04,3.82,36,25,40,4,4,3,3,0,0,0,0,0
"SCOTT.LAUGHTON","F","20182019","PHI",47,514.4,5,7,2,14,45,71,89,6.01,11.11,7.04,8.46,12,69,33,19,10,9,7,1,1,156,102,54
"SCOTT.MAYFIELD","D","20182019","NYI",44,703.23,2,4,7,13,59,90,145,2.27,3.39,2.22,2.52,61,61,47,27,6,11,8,2,2,0,0,0
"SEAN.COUTURIER","F","20182019","PHI",45,683.35,11,6,5,22,84,115,145,8.78,13.1,9.57,7.63,24,24,53,22,16,5,12,0,0,286,229,57
"SEAN.KURALY","F","20182019","BOS",47,556.32,4,5,3,12,80,97,117,5.27,5,4.12,5.43,18,101,62,21,19,8,3,2,1,164,141,23
"SEAN.MONAHAN","F","20182019","CGY",48,752.87,13,15,8,36,108,139,175,13.29,12.04,9.35,9.56,10,21,30,36,50,3,10,0,0,229,231,-2
"SEAN.WALKER","D","20182019","L.A",18,261.32,1,2,0,3,27,38,57,1.13,3.7,2.63,2.97,18,18,22,6,3,1,2,0,0,0,0,0
"SEBASTIAN.AHO","F","20182019","CAR",46,681.7,12,9,5,26,94,152,190,12.41,12.77,7.89,8.16,19,34,57,33,40,3,14,0,0,249,252,-3
"SETH.JONES","D","20182019","CBJ",39,783,6,3,9,18,80,123,162,3.72,7.5,4.88,3.02,57,34,53,24,21,5,3,0,0,0,0,0
"SHAYNE.GOSTISBEHERE","D","20182019","PHI",47,757.3,3,2,5,10,62,92,133,2.85,4.84,3.26,3.1,65,28,28,25,7,2,6,0,0,0,0,0
"SHEA.THEODORE","D","20182019","VGK",48,815.38,4,8,4,16,91,130,198,3.63,4.4,3.08,2.79,38,14,54,25,41,6,6,0,0,1,0,1
"SHEA.WEBER","D","20182019","MTL",24,428.67,5,3,3,11,44,70,105,1.58,11.36,7.14,2.26,24,57,15,14,2,8,2,0,0,0,0,0
"SHELDON.DRIES","F","20182019","COL",26,224.58,2,2,0,4,33,42,51,2.78,6.06,4.76,6.62,11,43,15,5,4,6,2,0,0,19,28,-9
"SHELDON.REMPAL","F","20182019","L.A",7,59.18,0,0,0,0,3,6,6,0.21,0,0,3.5,1,0,5,4,0,0,3,0,0,0,0,0
"SIDNEY.CROSBY","F","20182019","PIT",43,695.6,14,17,6,37,103,133,156,12.31,13.59,10.53,9.26,19,46,42,20,21,6,8,0,0,406,332,74
"SLATER.KOEKKOEK","D","20182019","T.B",9,125.82,1,0,0,1,15,19,25,0.54,6.67,5.26,2.84,12,8,15,1,1,2,2,0,0,0,0,0
"SONNY.MILANO","F","20182019","CBJ",8,64.92,1,0,0,1,5,7,8,0.5,20,14.29,7.14,0,5,8,1,0,0,3,0,0,0,0,0
"STEFAN.NOESEN","F","20182019","N.J",27,288.43,1,2,2,5,27,40,48,3.41,3.7,2.5,8.53,15,54,32,5,11,10,6,0,0,13,22,-9
"STEVEN.FOGARTY","F","20182019","NYR",10,77.6,0,0,0,0,9,10,11,0.34,0,0,3.4,3,6,6,3,4,0,0,0,0,8,19,-11
"STEVEN.KAMPFER","D","20182019","BOS",25,326.32,2,0,0,2,19,36,50,0.79,10.53,5.56,2.19,24,33,54,4,8,8,2,0,0,0,0,0
"STEVEN.SANTINI","D","20182019","N.J",13,189.83,0,0,1,1,17,26,30,0.72,0,0,2.77,8,25,11,3,2,3,0,0,0,0,0,0
"STEVEN.STAMKOS","F","20182019","T.B",48,647.67,13,10,5,28,86,116,153,6.95,15.12,11.21,5.99,18,48,47,28,15,7,11,0,0,212,178,34
"SVEN.ANDRIGHETTO","F","20182019","COL",29,288.07,3,2,0,5,40,54,79,2.78,7.5,5.56,5.15,17,14,10,8,12,1,3,0,0,1,5,-4
"SVEN.BAERTSCHI","F","20182019","VAN",18,221.07,3,1,0,4,21,30,33,2.41,14.29,10,8.03,7,13,20,5,6,1,2,0,0,0,2,-2
"TAGE.THOMPSON","F","20182019","BUF",40,460.03,5,4,0,9,63,91,117,4.14,7.94,5.49,4.55,7,40,30,21,15,4,2,0,0,7,7,0
"TANNER.PEARSON","F","20182019","L.A",17,195.32,0,1,0,1,22,34,44,1.4,0,0,4.12,3,18,17,7,2,5,5,0,0,1,4,-3
"TANNER.PEARSON","F","20182019","PIT",30,384.87,7,2,1,10,59,68,88,6.03,11.86,10.29,8.87,22,56,50,7,8,2,1,0,0,1,4,-3
"TAYLOR.FEDUN","D","20182019","DAL",25,314.47,2,0,1,3,36,41,67,1.21,5.56,4.88,2.95,25,10,18,17,7,3,3,0,0,0,0,0
"TAYLOR.HALL","F","20182019","N.J",33,506.92,7,11,3,21,86,115,150,8.32,8.14,6.09,7.23,27,20,40,25,30,7,4,0,0,21,28,-7
"TEUVO.TERAVAINEN","F","20182019","CAR",46,645.77,4,9,8,21,69,104,126,7.4,5.8,3.85,7.12,15,15,25,28,28,1,2,0,0,4,9,-5
"THOMAS.CHABOT","D","20182019","OTT",39,763.17,8,7,11,26,84,113,166,3.62,9.52,7.08,3.2,60,43,58,27,15,7,7,0,0,0,0,0
"THOMAS.HICKEY","D","20182019","NYI",32,520.73,0,2,0,2,36,53,86,1.4,0,0,2.64,35,31,63,19,7,9,5,0,0,0,0,0
"THOMAS.VANEK","F","20182019","DET",40,443.87,6,4,4,14,41,65,85,3.93,14.63,9.23,6.05,6,23,10,19,8,7,0,0,0,5,9,-4
"TIM.HEED","D","20182019","S.J",10,116.05,0,1,0,1,9,12,19,0.26,0,0,2.17,8,2,11,5,4,2,0,0,0,0,0,0
"TIMO.MEIER","F","20182019","S.J",46,657.17,14,8,7,29,119,176,220,12.68,11.76,7.95,7.2,28,49,62,25,31,12,10,1,1,3,13,-10
"TIM.SCHALLER","F","20182019","VAN",33,308.37,0,4,1,5,30,37,47,3.13,0,0,8.46,7,50,28,6,6,0,4,1,1,1,0,1
"TJ.BRODIE","D","20182019","CGY",48,905.98,4,8,6,18,61,86,129,3.97,6.56,4.65,4.62,43,10,54,46,37,6,6,0,0,0,0,0
"T.J..OSHIE","F","20182019","WSH",35,486.45,8,3,2,13,58,87,104,6.23,13.79,9.2,7.16,28,62,40,20,15,7,8,0,0,10,15,-5
"TOBIAS.RIEDER","F","20182019","EDM",34,372.92,0,5,2,7,51,64,84,4.13,0,0,6.45,18,34,46,5,16,3,4,0,0,2,6,-4
"TOMAS.HERTL","F","20182019","S.J",44,601.55,8,12,5,25,71,93,126,8.2,11.27,8.6,8.82,25,23,61,18,15,1,8,0,0,239,216,23
"TOMAS.HYKA","F","20182019","VGK",17,163.62,1,0,1,2,16,25,37,1.72,6.25,4,6.88,5,6,14,4,9,2,2,0,0,1,1,0
"TOMAS.NOSEK","F","20182019","VGK",44,447.45,6,4,1,11,66,89,118,7.22,9.09,6.74,8.11,10,37,73,7,16,6,8,0,0,49,24,25
"TOMAS.TATAR","F","20182019","MTL",48,639.15,10,11,5,26,85,115,154,8.05,11.76,8.7,7,18,46,53,15,24,8,5,0,0,8,21,-13
"TOM.KUHNHACKL","F","20182019","NYI",19,215.72,3,0,1,4,15,19,26,1.29,20,15.79,6.79,16,29,21,9,5,3,2,0,0,0,1,-1
"TOM.PYATT","F","20182019","OTT",37,362.12,0,1,1,2,27,39,50,2.49,0,0,6.38,38,15,58,8,4,0,3,0,0,45,66,-21
"TOM.WILSON","F","20182019","WSH",27,370.6,9,4,2,15,45,69,82,5.28,20,13.04,7.65,15,64,36,14,17,8,7,4,4,9,8,1
"TONY.DEANGELO","D","20182019","NYR",30,494.07,4,4,2,10,54,64,88,1.85,7.41,6.25,2.89,39,26,40,32,6,8,9,1,1,0,0,0
"TOREY.KRUG","D","20182019","BOS",37,634.67,4,6,2,12,60,98,134,2.37,6.67,4.08,2.42,32,30,46,19,16,3,6,1,1,0,0,0
"TRAVIS.BOYD","F","20182019","WSH",27,250.48,4,5,2,11,18,29,37,1.98,22.22,13.79,6.83,12,8,39,8,3,2,1,0,0,51,75,-24
"TRAVIS.DERMOTT","D","20182019","TOR",43,680.07,2,4,7,13,64,94,144,2.48,3.12,2.13,2.64,27,66,73,30,16,4,8,0,0,0,0,0
"TRAVIS.HAMONIC","D","20182019","CGY",38,661.02,2,3,3,8,65,98,144,2.61,3.08,2.04,2.66,52,25,68,26,17,5,4,0,0,0,0,0
"TRAVIS.KONECNY","F","20182019","PHI",47,627.17,9,8,4,21,100,137,159,8.56,9,6.57,6.25,25,36,67,21,18,9,12,1,1,5,7,-2
"TRAVIS.SANHEIM","D","20182019","PHI",47,753.42,3,6,3,12,59,82,131,2.67,5.08,3.66,3.26,53,21,68,26,9,4,6,0,0,0,0,0
"TRAVIS.ZAJAC","F","20182019","N.J",46,619.5,8,3,7,18,56,71,83,6.46,14.29,11.27,9.1,17,36,35,10,26,2,6,0,0,363,264,99
"TREVOR.DALEY","D","20182019","DET",31,478.8,1,1,1,3,34,46,60,2.09,2.94,2.17,4.54,32,8,20,18,7,5,2,0,0,0,0,0
"TREVOR.LEWIS","F","20182019","L.A",17,198.12,2,0,1,3,33,42,52,2.39,6.06,4.76,5.69,6,21,16,5,5,0,2,0,0,8,4,4
"TREVOR.VAN RIEMSDYK","D","20182019","CAR",42,582.8,2,3,4,9,49,70,98,2.38,4.08,2.86,3.4,41,17,41,17,14,1,2,0,0,0,0,0
"TROY.BROUWER","F","20182019","FLA",43,444.65,6,2,1,9,43,59,71,3.65,13.95,10.17,6.19,18,85,38,23,10,8,8,1,2,12,20,-8
"TROY.STECHER","D","20182019","VAN",44,687.78,1,7,6,14,47,63,111,1.76,2.13,1.59,2.79,30,41,95,9,18,8,13,0,0,0,0,0
"TROY.TERRY","F","20182019","ANA",7,89.87,0,0,0,0,4,5,7,0.52,0,0,10.4,3,2,4,0,4,0,0,0,0,0,0,0
"TYLER.BERTUZZI","F","20182019","DET",46,632.28,11,6,5,22,62,91,120,6.82,17.74,12.09,7.49,24,50,67,28,21,10,5,2,2,9,14,-5
"TYLER.BOZAK","F","20182019","STL",39,459.42,4,3,6,13,50,63,78,4.83,8,6.35,7.67,10,36,23,8,14,5,2,0,0,215,179,36
"TYLER.ENNIS","F","20182019","TOR",33,272.95,7,1,1,9,35,47,55,5.07,20,14.89,10.79,8,24,38,9,14,1,4,0,0,0,0,0
"TYLER.JOHNSON","F","20182019","T.B",47,632.22,13,4,5,22,80,109,134,7.76,16.25,11.93,7.12,18,24,37,12,7,8,8,0,0,137,143,-6
"TYLER.MOTTE","F","20182019","VAN",46,498.38,3,3,3,9,52,76,102,4.86,5.77,3.95,6.39,22,115,44,6,16,2,7,0,0,7,10,-3
"TYLER.MYERS","D","20182019","WPG",45,726.9,4,1,2,7,79,116,165,3.86,5.06,3.45,3.33,41,38,37,26,18,11,2,1,1,0,0,0
"TYLER.PITLICK","F","20182019","DAL",43,510.95,5,3,1,9,62,80,101,4.78,8.06,6.25,5.98,24,84,51,14,10,1,5,0,0,3,6,-3
"TYLER.SEGUIN","F","20182019","DAL",48,768.15,12,12,4,28,119,164,210,11.79,10.08,7.32,7.19,27,42,10,28,21,4,3,0,0,303,260,43
"TYLER.TOFFOLI","F","20182019","L.A",48,651.25,5,7,2,14,115,148,195,10.55,4.35,3.38,7.13,12,23,27,13,22,1,2,0,0,12,6,6
"TY.RATTIE","F","20182019","EDM",29,313.05,2,4,1,7,39,49,58,3.86,5.13,4.08,7.88,3,36,35,9,18,3,5,0,0,1,2,-1
"TYSON.BARRIE","D","20182019","COL",43,728.8,4,7,4,15,82,107,159,3.26,4.88,3.74,3.05,38,22,40,24,11,7,6,0,0,0,0,0
"TYSON.JOST","F","20182019","COL",43,458.95,2,1,7,10,44,61,87,4.25,4.55,3.28,6.97,19,26,69,3,9,4,7,0,0,26,55,-29
"VALENTIN.ZYKOV","F","20182019","CAR",13,93.65,0,0,1,1,8,11,17,0.68,0,0,6.18,2,5,8,5,5,0,2,0,0,2,5,-3
"VALERI.NICHUSHKIN","F","20182019","DAL",37,432.52,0,2,5,7,51,62,79,4.08,0,0,6.58,23,39,36,19,21,0,7,0,0,3,3,0
"VALTTERI.FILPPULA","F","20182019","NYI",44,497.63,8,6,3,17,35,48,63,3.77,22.86,16.67,7.85,20,6,30,12,16,4,7,0,0,224,194,30
"VICTOR.HEDMAN","D","20182019","T.B",41,680.08,5,2,7,14,72,112,153,4.65,6.94,4.46,4.15,49,26,41,25,18,11,4,0,0,0,0,0
"VICTOR.METE","D","20182019","MTL",37,577.42,0,1,5,6,33,47,78,2.52,0,0,5.36,48,6,53,22,2,2,2,0,0,0,0,0
"VICTOR.RASK","F","20182019","CAR",26,260.7,1,3,0,4,18,29,38,1.73,5.56,3.45,5.97,7,24,26,9,8,2,2,0,0,104,124,-20
"VIKTOR.ARVIDSSON","F","20182019","NSH",25,358.27,14,2,5,21,73,97,121,6.57,19.18,14.43,6.77,4,6,30,13,19,7,10,0,0,2,5,-3
"VINCE.DUNN","D","20182019","STL",42,605.8,2,6,6,14,51,68,115,2.1,3.92,2.94,3.09,33,18,46,28,9,6,5,1,1,0,0,0
"VINCENT.TROCHECK","F","20182019","FLA",18,244.12,2,2,1,5,31,51,64,2.5,6.45,3.92,4.9,9,33,18,13,15,8,6,0,0,134,117,17
"VINNIE.HINOSTROZA","F","20182019","ARI",36,471.07,2,5,3,10,53,70,101,5.61,3.77,2.86,8.01,22,27,33,11,11,3,5,0,0,12,33,-21
"VINNI.LETTIERI","F","20182019","NYR",16,136.22,0,0,0,0,18,26,32,2.02,0,0,7.77,8,16,15,7,4,3,2,0,0,6,3,3
"VLADIMIR.SOBOTKA","F","20182019","BUF",44,550.23,2,3,2,7,43,59,78,3.1,4.65,3.39,5.25,12,46,55,3,7,5,6,0,0,194,172,22
"VLADIMIR.TARASENKO","F","20182019","STL",45,657.62,7,5,3,15,110,142,200,10.43,6.36,4.93,7.35,18,49,39,14,16,4,7,0,0,3,2,1
"VLADISLAV.KAMENEV","F","20182019","COL",23,168.65,0,1,2,3,15,21,31,1.14,0,0,5.43,3,20,18,5,2,4,0,0,0,50,51,-1
"VLADISLAV.NAMESTNIKOV","F","20182019","NYR",43,522.05,3,3,4,10,46,60,82,5.75,6.52,5,9.58,23,59,70,19,15,7,6,0,0,9,18,-9
"WADE.MEGAN","F","20182019","DET",11,84.65,0,1,0,1,16,18,22,1.22,0,0,6.78,4,4,10,3,2,1,2,0,0,28,23,5
"WARREN.FOEGELE","F","20182019","CAR",46,532.5,5,2,1,8,64,95,123,9.11,7.81,5.26,9.59,11,80,72,17,20,4,18,0,0,8,7,1
"WAYNE.SIMMONDS","F","20182019","PHI",47,607.32,9,3,0,12,73,102,126,8.81,12.33,8.82,8.64,11,83,44,16,13,15,8,1,1,3,8,-5
"WILL.BUTCHER","D","20182019","N.J",46,696.48,2,0,2,4,51,71,91,2.17,3.92,2.82,3.06,36,19,38,12,8,2,0,0,0,0,0,0
"WILLIAM.CARRIER","F","20182019","VGK",44,429.1,8,1,0,9,75,95,117,9.58,10.67,8.42,10.08,12,217,79,8,24,8,7,0,0,0,0,0
"WILLIAM.KARLSSON","F","20182019","VGK",49,719.53,9,2,8,19,76,114,146,9.4,11.84,7.89,8.25,29,22,53,20,37,2,7,0,0,251,316,-65
"WILLIAM.NYLANDER","F","20182019","TOR",18,235.82,1,1,1,3,29,49,66,3.6,3.45,2.04,7.35,5,5,20,5,8,7,4,0,0,51,49,2
"XAVIER.OUELLET","D","20182019","MTL",19,294.78,0,1,2,3,32,50,69,1.27,0,0,2.54,23,32,15,9,5,1,2,1,0,0,0,0
"YANNICK.WEBER","D","20182019","NSH",39,467.85,2,3,2,7,43,54,80,1.26,4.65,3.7,2.33,19,35,42,7,5,6,1,0,0,0,0,0
"YANNI.GOURDE","F","20182019","T.B",48,616.92,7,10,5,22,69,92,116,7.32,10.14,7.61,7.96,12,47,68,19,21,8,13,0,0,84,66,18
"ZACH.ASTON-REESE","F","20182019","PIT",30,335.28,4,1,4,9,47,65,79,4,8.51,6.15,6.15,22,96,47,4,10,3,2,1,1,6,4,2
"ZACH.BOGOSIAN","D","20182019","BUF",42,767.2,2,1,4,7,56,79,113,1.99,3.57,2.53,2.52,60,44,24,27,8,9,0,4,4,0,0,0
"ZACH.HYMAN","F","20182019","TOR",36,501.95,3,3,6,12,62,82,97,7.67,4.84,3.66,9.35,14,58,77,12,8,14,10,1,1,20,26,-6
"ZACH.PARISE","F","20182019","MIN",46,632.77,11,5,10,26,100,127,154,9.48,11,8.66,7.46,36,24,34,10,9,5,11,0,0,2,5,-3
"ZACH.SANFORD","F","20182019","STL",30,352.23,5,3,2,10,39,57,64,3.58,12.82,8.77,6.28,17,24,31,6,14,5,3,0,0,5,5,0
"ZACH.WERENSKI","D","20182019","CBJ",46,822.6,8,6,4,18,77,113,147,3.65,10.39,7.08,3.23,47,35,38,21,13,5,5,0,0,0,0,0
"ZACK.KASSIAN","F","20182019","EDM",44,501.62,4,4,0,8,51,59,73,5.84,7.84,6.78,9.9,4,114,37,22,16,8,4,2,2,0,4,-4
"ZACK.SMITH","F","20182019","OTT",38,531.18,4,6,3,13,50,68,88,3.99,8,5.88,5.87,17,67,56,25,17,10,4,2,2,233,223,10
"ZAC.RINALDO","F","20182019","NSH",23,162.67,1,2,0,3,11,20,24,0.77,9.09,5,3.85,8,47,20,2,4,5,3,1,2,1,4,-3
"ZDENO.CHARA","D","20182019","BOS",29,506.7,2,0,2,4,38,53,84,1.2,5.26,3.77,2.26,36,29,27,17,13,8,2,1,1,0,0,0
"ZEMGUS.GIRGENSONS","F","20182019","BUF",40,430.42,3,2,3,8,38,59,68,3.94,7.89,5.08,6.68,10,70,51,3,10,1,4,1,1,7,10,-3
